DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;DEPMUNI;CIUDADES28;Clase;P1987;P1988;P1988S1;P1989;P1990
623208;235;1;1;1;67.668114372;50001;1;Cabecera;1;1;2;1;1
623209;235;1;1;1;69.318228754;50001;1;Cabecera;1;1;3;2;1
623210;235;1;1;1;686.99153059;00000;1;Cabecera;1;1;1;1;1
623211;235;1;1;1;1674.1039972;00000;0;Cabecera;1;1;2;1;1
623212;235;1;1;1;3801.9031537;00000;0;Cabecera;1;1;2;1;1
623213;235;1;1;1;3389.3712652;00000;0;Cabecera;2;1;2;2;1
623217;235;1;1;1;851.92405888;00000;0;Centro poblado y rur;1;1;1;1;1
623218;235;1;1;1;2426.3324661;00000;0;Centro poblado y rur;1;1;1;1;1
623219;235;1;1;1;3407.6962355;00000;0;Centro poblado y rur;1;1;1;1;1
623221;235;1;1;1;3782.5902618;00000;0;Centro poblado y rur;1;1;2;2;1
623222;235;1;1;1;2394.1745275;00000;0;Centro poblado y rur;1;1;1;2;1
623223;235;1;1;1;2309.2688213;00000;0;Centro poblado y rur;1;1;1;1;1
623224;235;1;1;1;3115.782788;00000;0;Centro poblado y rur;1;1;1;2;1
623225;235;1;1;1;1288.7849043;00000;0;Centro poblado y rur;1;1;1;4;1
623226;235;1;1;1;3892.2574857;00000;0;Centro poblado y rur;1;1;1;1;1
623227;235;1;1;1;1581.4021061;00000;0;Centro poblado y rur;1;1;2;1;1
623228;235;1;1;1;1737.9334315;00000;0;Centro poblado y rur;1;1;1;2;1
623229;235;1;1;1;1595.2193179;00000;0;Centro poblado y rur;1;1;1;1;1
623230;235;1;1;1;1753.6685705;00000;0;Centro poblado y rur;1;1;2;2;1
623231;235;1;1;1;1737.9334315;00000;0;Centro poblado y rur;1;1;2;1;1
623232;235;1;1;1;1561.3617734;00000;0;Centro poblado y rur;1;1;1;1;1
623233;235;1;1;1;2158.9668743;00000;0;Centro poblado y rur;1;1;1;1;1
623234;235;1;1;1;3549.6835787;00000;0;Centro poblado y rur;1;1;1;4;1
623235;235;1;1;1;1203.2322275;00000;0;Centro poblado y rur;1;1;1;1;1
623236;235;1;1;1;2279.667391;00000;0;Centro poblado y rur;1;1;8;1;1
623237;235;1;1;1;1337.6949526;00000;0;Centro poblado y rur;1;1;1;2;1
623238;235;1;1;1;2602.2729777;00000;0;Centro poblado y rur;1;1;8;1;1
623239;235;1;1;1;1353.7272188;00000;0;Centro poblado y rur;1;1;1;1;1
623240;235;1;1;1;2136.7515637;00000;0;Centro poblado y rur;1;1;8;1;1
623241;235;1;1;1;1712.9523319;00000;0;Centro poblado y rur;1;1;8;1;1
623242;235;1;1;1;3043.3090233;00000;0;Centro poblado y rur;1;1;1;1;1
623243;235;1;1;1;1390.3467452;00000;0;Centro poblado y rur;1;1;1;2;1
623244;235;1;1;1;2345.1858595;00000;0;Centro poblado y rur;1;1;1;1;1
623245;235;1;1;1;3297.3357091;00000;0;Centro poblado y rur;1;1;2;4;1
623246;235;1;1;1;3103.4888538;00000;0;Centro poblado y rur;1;1;2;1;1
623247;235;1;1;1;2055.5427983;00000;0;Centro poblado y rur;1;1;2;3;1
623248;235;1;1;1;2156.4568625;00000;0;Centro poblado y rur;1;1;2;1;1
623249;235;1;1;1;2236.1367879;00000;0;Centro poblado y rur;1;1;1;1;1
623250;235;1;1;1;1518.1460219;00000;0;Centro poblado y rur;1;1;2;1;1
623251;235;1;1;1;1161.6982263;00000;0;Centro poblado y rur;1;1;1;3;1
623252;235;1;1;1;1518.1460219;00000;0;Centro poblado y rur;1;1;2;1;1
623253;235;1;1;1;2176.9751724;00000;0;Centro poblado y rur;1;1;1;3;1
623254;235;1;1;1;2666.4079814;00000;0;Centro poblado y rur;1;1;2;4;1
623255;235;1;1;1;47.789770282;68001;1;Cabecera;2;1;1;2;1
623256;235;1;1;1;88.61035321;68001;1;Cabecera;2;1;1;2;1
623257;235;1;1;1;107.51619593;68001;1;Cabecera;2;1;1;1;1
623258;235;1;1;1;95.377027673;68001;1;Cabecera;1;1;3;1;1
623259;235;1;1;1;91.019056953;68001;1;Cabecera;1;1;3;1;1
623260;235;1;1;1;110.5399325;68001;1;Cabecera;2;1;3;2;2
623261;235;1;1;1;71.249454099;68001;1;Cabecera;2;1;3;2;1
623262;235;1;1;1;86.390950865;68001;1;Cabecera;2;1;2;1;1
623263;235;1;1;1;86.152892597;68001;1;Cabecera;2;1;1;1;1
623264;235;1;1;1;86.390950865;68001;1;Cabecera;2;1;2;1;1
623265;235;1;1;1;107.51619593;68001;1;Cabecera;2;1;1;1;1
623266;235;1;1;1;90.644338636;68001;1;Cabecera;2;1;2;1;1
623267;235;1;1;1;88.61035321;68001;1;Cabecera;2;1;2;1;1
623268;235;1;1;1;81.754155018;68001;1;Cabecera;2;1;2;1;1
623269;235;1;1;1;118.44441344;68001;1;Cabecera;2;1;1;1;1
623270;235;1;1;1;95.373842942;68001;1;Cabecera;2;1;2;1;1
623271;235;1;1;1;111.33338423;68001;1;Cabecera;2;1;1;2;1
623272;235;1;1;1;88.61035321;68001;1;Cabecera;2;1;1;2;1
623273;235;1;1;1;120.22356784;68001;1;Cabecera;2;1;2;1;1
623274;235;1;1;1;95.123041776;68001;1;Cabecera;2;1;3;2;1
623275;235;1;1;1;95.377027673;68001;1;Cabecera;2;1;3;2;1
623276;235;1;1;1;102.82442085;68001;1;Cabecera;1;1;3;1;1
623277;235;1;1;1;100.46478912;68001;1;Cabecera;2;1;3;1;1
623278;235;1;1;1;75.395738936;68001;1;Cabecera;2;1;3;1;1
623279;235;1;1;1;93.213617332;68001;1;Cabecera;1;1;3;1;1
623280;235;1;1;1;88.855646612;68001;1;Cabecera;1;1;1;1;1
623281;235;1;1;1;114.76987329;68001;1;Cabecera;1;1;1;1;1
623282;235;1;1;1;75.169261551;68001;1;Cabecera;1;1;1;1;1
623283;235;1;1;1;89.886543957;68001;1;Cabecera;2;1;1;2;2
623284;235;1;1;1;101.08348823;68001;1;Cabecera;1;1;1;1;1
623285;235;1;1;1;91.768532747;68001;1;Cabecera;1;1;1;1;1
623286;235;1;1;1;110.6208417;68001;1;Cabecera;2;1;1;2;1
623287;235;1;1;1;82.944654536;68001;1;Cabecera;1;1;3;2;1
623288;235;1;1;1;104.25812938;68001;1;Cabecera;1;1;3;2;1
623289;235;1;1;1;83.521401723;68001;1;Cabecera;1;1;1;1;1
623290;235;1;1;1;94.608361158;68001;1;Cabecera;2;1;3;1;1
623291;235;1;1;1;88.128384876;68001;1;Cabecera;2;1;3;2;1
623292;235;1;1;1;83.773043263;68001;1;Cabecera;2;1;2;1;1
623293;235;1;1;1;92.483726489;68001;1;Cabecera;1;1;2;1;1
623294;235;1;1;1;99.415939694;68001;1;Cabecera;1;1;1;1;1
623295;235;1;1;1;109.62183976;68001;1;Cabecera;2;1;3;2;1
623296;235;1;1;1;123.67576909;68001;1;Cabecera;2;1;2;2;1
623297;235;1;1;1;121.38489102;68001;1;Cabecera;2;1;2;2;1
623298;235;1;1;1;121.38489102;68001;1;Cabecera;2;1;3;2;1
623299;235;1;1;1;112.77681318;68001;1;Cabecera;2;1;3;2;1
623300;235;1;1;1;115.02951705;68001;1;Cabecera;2;1;3;2;1
623301;235;1;1;1;84.852183202;68001;1;Cabecera;1;1;1;2;2
623302;235;1;1;1;112.31498692;68001;1;Cabecera;2;1;2;2;1
623303;235;1;1;1;81.228308726;68001;1;Cabecera;2;1;2;2;1
623304;235;1;1;1;112.59992153;68001;1;Cabecera;1;1;2;1;1
623305;235;1;1;1;62.66907369;68001;1;Cabecera;1;1;4;1;1
623306;235;1;1;1;75.359626803;68001;1;Cabecera;1;1;4;1;1
623307;235;1;1;1;123.80282748;68001;1;Cabecera;2;1;2;1;1
623308;235;1;1;1;109.551921;68001;1;Cabecera;2;1;2;2;1
623310;235;1;1;1;115.82101102;68001;1;Cabecera;2;1;2;2;1
623311;235;1;1;1;61.062246178;68001;1;Cabecera;2;1;2;1;1
623312;235;1;1;1;71.916291913;68001;1;Cabecera;1;1;4;1;1
623313;235;1;1;1;107.29411485;68001;1;Cabecera;2;1;2;2;1
623314;235;1;1;1;110.1604811;68001;1;Cabecera;2;1;2;2;1
623315;235;1;1;1;84.23957152;68001;1;Cabecera;2;1;2;1;1
623316;235;1;1;1;75.668503491;68001;1;Cabecera;1;1;1;2;1
623317;235;1;1;1;90.668180357;68001;1;Cabecera;1;1;4;1;1
623318;235;1;1;1;74.611721899;68001;1;Cabecera;1;1;1;1;1
623319;235;1;1;1;163.88164559;68001;1;Cabecera;2;1;2;2;1
623320;235;1;1;1;79.373577621;68001;1;Cabecera;1;1;1;2;1
623321;235;1;1;1;132.51135793;68001;1;Cabecera;2;1;2;2;1
623322;235;1;1;1;61.299339355;68001;1;Cabecera;2;1;1;2;1
623323;235;1;1;1;90.010635628;68001;1;Cabecera;1;1;1;1;1
623324;235;1;1;1;162.58897266;68001;1;Cabecera;2;1;2;2;1
623325;235;1;1;1;75.668503491;68001;1;Cabecera;2;1;1;2;1
623326;235;1;1;1;118.39882179;68001;1;Cabecera;2;1;2;1;1
623327;235;1;1;1;112.30591336;68001;1;Cabecera;2;1;4;2;1
623328;235;1;1;1;119.4343077;68001;1;Cabecera;1;1;4;2;1
623329;235;1;1;1;68.447315931;68001;1;Cabecera;2;1;4;1;1
623330;235;1;1;1;142.85917053;68001;1;Cabecera;1;1;4;2;1
623331;235;1;1;1;68.827540254;68001;1;Cabecera;2;1;4;2;1
623332;235;1;1;1;94.583173155;68001;1;Cabecera;1;1;4;1;1
623333;235;1;1;1;57.911152688;68001;1;Cabecera;2;1;4;2;1
623334;235;1;1;1;74.425235837;68001;1;Cabecera;2;1;4;1;1
623335;235;1;1;1;68.827540254;68001;1;Cabecera;2;1;4;1;1
623336;235;1;1;1;67.106864038;68001;1;Cabecera;2;1;4;2;1
623337;235;1;1;1;119.89552263;68001;1;Cabecera;1;1;4;1;1
623338;235;1;1;1;68.447315931;68001;1;Cabecera;2;1;4;1;1
623339;235;1;1;1;72.22902606;68001;1;Cabecera;2;1;4;1;1
623340;235;1;1;1;74.425235837;68001;1;Cabecera;2;1;4;1;1
623341;235;1;1;1;96.912787915;68001;1;Cabecera;3;1;4;2;1
623342;235;1;1;1;81.424737411;68001;1;Cabecera;3;1;4;2;1
623343;235;1;1;1;121.26518803;68001;1;Cabecera;1;1;4;1;1
623344;235;1;1;1;105.93480938;68001;1;Cabecera;2;1;4;2;1
623345;235;1;1;1;114.88372413;68001;1;Cabecera;2;1;4;2;1
623346;235;1;1;1;171.97621229;68001;1;Cabecera;2;1;4;1;1
623347;235;1;1;1;128.35998506;68001;1;Cabecera;2;1;4;2;1
623348;235;1;1;1;105.69568742;68001;1;Cabecera;2;1;4;2;1
623349;235;1;1;1;122.99211961;68001;1;Cabecera;2;1;4;1;1
623350;235;1;1;1;98.097476433;68001;1;Cabecera;2;1;4;2;1
623351;235;1;1;1;92.958862854;68001;1;Cabecera;2;1;4;1;1
623352;235;1;1;1;125.72914183;68001;1;Cabecera;2;1;4;1;1
623353;235;1;1;1;1242.3721433;00000;0;Cabecera;1;1;1;2;1
623354;235;1;1;1;835.92929547;00000;0;Cabecera;1;1;1;2;1
623355;235;1;1;1;1421.2964918;00000;0;Cabecera;1;1;1;1;1
623356;235;1;1;1;1343.965756;00000;0;Cabecera;1;1;1;2;1
623357;235;1;1;1;1343.965756;00000;0;Cabecera;1;1;1;1;1
623358;235;1;1;1;1496.1289322;00000;0;Cabecera;1;1;1;1;1
623359;235;1;1;1;1898.7676098;00000;0;Cabecera;1;1;1;1;1
623360;235;1;1;1;1207.861806;00000;0;Cabecera;1;1;1;2;1
623361;235;1;1;1;1243.8687994;00000;0;Cabecera;1;1;1;2;1
623362;235;1;1;1;1272.3214621;00000;0;Cabecera;1;1;1;2;1
623363;235;1;1;1;1805.3597737;00000;0;Cabecera;1;1;1;1;1
623364;235;1;1;1;2214.1516311;00000;0;Cabecera;1;1;1;1;1
623365;235;1;1;1;3626.3787738;00000;0;Cabecera;1;1;1;1;1
623366;235;1;1;1;1746.3273466;00000;0;Cabecera;1;1;1;1;1
623367;235;1;1;1;1370.5042935;00000;0;Cabecera;1;1;1;1;1
623368;235;1;1;1;1746.3273466;00000;0;Cabecera;1;1;1;4;1
623369;235;1;1;1;3860.2363524;00000;0;Cabecera;1;1;1;1;1
623370;235;1;1;1;1805.3597737;00000;0;Cabecera;1;1;1;1;1
623371;235;1;1;1;2417.6086847;00000;0;Cabecera;1;1;1;1;1
623372;235;1;1;1;1575.747183;00000;0;Cabecera;1;1;1;1;1
623373;235;1;1;1;1654.7035861;00000;0;Cabecera;1;1;2;1;1
623374;235;1;1;1;2157.858966;00000;0;Cabecera;2;1;2;1;1
623375;235;1;1;1;1783.7448071;00000;0;Cabecera;2;1;1;3;1
623376;235;1;1;1;1247.5404433;00000;0;Cabecera;2;1;2;1;1
623377;235;1;1;1;2292.8036173;00000;0;Cabecera;1;1;1;1;1
623378;235;1;1;1;1910.7085685;00000;0;Cabecera;1;1;2;1;1
623379;235;1;1;1;1617.4398375;00000;0;Cabecera;1;1;2;3;1
623380;235;1;1;1;804.21590674;00000;0;Cabecera;1;1;1;1;1
623381;235;1;1;1;1674.0140227;00000;0;Cabecera;1;1;2;1;1
623382;235;1;1;1;2376.2090137;00000;0;Cabecera;1;1;2;1;1
623383;235;1;1;1;1512.5534498;00000;0;Cabecera;1;1;2;1;1
623384;235;1;1;1;1836.1183352;00000;0;Cabecera;1;1;1;1;1
623385;235;1;1;1;1267.4512079;00000;0;Cabecera;1;1;1;2;1
623386;235;1;1;1;1267.4512079;00000;0;Cabecera;1;1;1;4;1
623387;235;1;1;1;1969.7409208;00000;0;Cabecera;1;1;1;2;1
623388;235;1;1;1;1699.5237507;00000;0;Cabecera;1;1;1;1;1
623389;235;1;1;1;2311.434776;00000;0;Cabecera;1;1;1;1;1
623390;235;1;1;1;904.54461534;00000;0;Cabecera;1;1;1;2;1
623391;235;1;1;1;1355.911401;00000;0;Cabecera;1;1;1;1;1
623392;235;1;1;1;1196.3667632;00000;0;Cabecera;1;1;1;2;1
623393;235;1;1;1;1066.0077476;00000;0;Cabecera;1;1;1;1;1
623394;235;1;1;1;2573.4909016;00000;0;Cabecera;1;1;1;2;1
623395;235;1;1;1;810.43655218;00000;0;Cabecera;1;1;1;1;1
623396;235;1;1;1;1267.4512079;00000;0;Cabecera;1;1;1;1;1
623397;235;1;1;1;199.90734254;54001;1;Cabecera;1;1;1;1;1
623398;235;1;1;1;113.4436505;54001;1;Cabecera;1;1;1;1;1
623399;235;1;1;1;191.93699738;54001;1;Cabecera;2;1;3;1;1
623400;235;1;1;1;90.968296481;54001;1;Cabecera;1;1;2;2;1
623401;235;1;1;1;110.79753555;54001;1;Cabecera;1;1;4;1;1
623402;235;1;1;1;92.830327477;54001;1;Cabecera;1;1;4;1;1
623403;235;1;1;1;123.15799979;54001;1;Cabecera;1;1;4;1;1
623404;235;1;1;1;99.018677776;54001;1;Cabecera;1;1;2;3;1
623405;235;1;1;1;111.48073002;54001;1;Cabecera;2;1;2;2;1
623406;235;1;1;1;74.049132828;54001;1;Cabecera;1;1;2;2;1
623407;235;1;1;1;278.06554484;00000;0;Cabecera;1;1;2;1;1
623408;235;1;1;1;126.43754128;00000;0;Cabecera;1;1;2;1;1
623409;235;1;1;1;134.68609085;54001;1;Cabecera;1;1;2;1;1
623410;235;1;1;1;84.818707378;54001;1;Cabecera;1;1;1;1;1
623411;235;1;1;1;80.805274038;54001;1;Cabecera;1;1;1;1;1
623412;235;1;1;1;91.52877993;54001;1;Cabecera;1;1;1;2;1
623413;235;1;1;1;87.757518231;54001;1;Cabecera;1;1;1;2;1
623414;235;1;1;1;82.790635893;54001;1;Cabecera;1;1;2;2;1
623415;235;1;1;1;145.84832549;54001;1;Cabecera;1;1;1;4;1
623416;235;1;1;1;102.36639861;54001;1;Cabecera;1;1;3;2;1
623417;235;1;1;1;91.624033687;54001;1;Cabecera;2;1;2;2;1
623418;235;1;1;1;104.87478066;54001;1;Cabecera;2;1;2;2;1
623419;235;1;1;1;161.80680444;54001;1;Cabecera;1;1;1;2;1
623420;235;1;1;1;110.25691741;54001;1;Cabecera;1;1;1;2;1
623421;235;1;1;1;119.53274759;54001;1;Cabecera;1;1;1;1;1
623422;235;1;1;1;110.25691741;54001;1;Cabecera;3;1;1;3;1
623423;235;1;1;1;76.303992902;54001;1;Cabecera;1;1;1;1;1
623424;235;1;1;1;116.64606244;54001;1;Cabecera;2;1;1;2;1
623425;235;1;1;1;110.99413283;54001;1;Cabecera;1;1;2;1;1
623426;235;1;1;1;107.82632887;54001;1;Cabecera;1;1;2;3;1
623427;235;1;1;1;120.04740699;54001;1;Cabecera;1;1;2;1;2
623428;235;1;1;1;136.59800857;54001;1;Cabecera;1;1;2;2;1
623429;235;1;1;1;137.92193223;54001;1;Cabecera;2;1;2;2;1
623430;235;1;1;1;127.95799826;54001;1;Cabecera;1;1;2;2;1
623431;235;1;1;1;119.79147339;54001;1;Cabecera;1;1;2;2;1
623432;235;1;1;1;132.49132316;54001;1;Cabecera;1;1;2;1;1
623433;235;1;1;1;121.87864742;54001;1;Cabecera;2;1;2;2;1
623434;235;1;1;1;81.551995748;54001;1;Cabecera;2;1;2;2;1
623435;235;1;1;1;123.42330706;54001;1;Cabecera;2;1;2;2;1
623436;235;1;1;1;51.982304197;54001;1;Cabecera;1;1;2;1;1
623437;235;1;1;1;67.679021772;54001;1;Cabecera;1;1;2;1;1
623438;235;1;1;1;88.955018699;54001;1;Cabecera;1;1;2;1;1
623439;235;1;1;1;121.11166409;54001;1;Cabecera;1;1;2;2;1
623440;235;1;1;1;90.082076019;54001;1;Cabecera;1;1;2;1;1
623441;235;1;1;1;72.357047885;54001;1;Cabecera;1;1;2;1;1
623442;235;1;1;1;101.01704474;54001;1;Cabecera;1;1;2;4;1
623443;235;1;1;1;115.90689025;54001;1;Cabecera;2;1;2;2;1
623444;235;1;1;1;98.528386709;54001;1;Cabecera;2;1;3;1;1
623445;235;1;1;1;113.83941338;54001;1;Cabecera;2;1;3;1;1
623446;235;1;1;1;142.37102682;54001;1;Cabecera;2;1;3;1;1
623447;235;1;1;1;132.08567562;54001;1;Cabecera;2;1;3;2;1
623448;235;1;1;1;142.37102682;54001;1;Cabecera;2;1;3;2;1
623449;235;1;1;1;65.670103598;54001;1;Cabecera;1;1;2;1;1
623450;235;1;1;1;195.01670718;54001;1;Cabecera;1;1;2;1;1
623451;235;1;1;1;89.80700927;54001;1;Cabecera;2;1;2;3;1
623452;235;1;1;1;48.788160023;54001;1;Cabecera;1;1;2;1;1
623453;235;1;1;1;85.602847107;54001;1;Cabecera;2;1;2;1;1
623454;235;1;1;1;115.90689025;54001;1;Cabecera;2;1;2;2;1
623455;235;1;1;1;137.92193223;54001;1;Cabecera;2;1;3;2;1
623456;235;1;1;1;222.11926949;54001;1;Cabecera;1;1;2;2;1
623457;235;1;1;1;115.17878387;54001;1;Cabecera;1;1;3;1;1
623458;235;1;1;1;127.19221086;54001;1;Cabecera;1;1;3;1;1
623459;235;1;1;1;117.01002431;54001;1;Cabecera;1;1;3;1;1
623460;235;1;1;1;132.95704266;54001;1;Cabecera;1;1;3;1;1
623461;235;1;1;1;141.76229503;54001;1;Cabecera;2;1;2;2;1
623462;235;1;1;1;99.298588456;54001;1;Cabecera;2;1;2;3;1
623463;235;1;1;1;141.46861385;54001;1;Cabecera;2;1;1;3;1
623464;235;1;1;1;103.44144917;54001;1;Cabecera;1;1;2;1;1
623465;235;1;1;1;103.44144917;54001;1;Cabecera;1;1;2;1;1
623466;235;1;1;1;104.9814562;54001;1;Cabecera;1;1;2;2;1
623467;235;1;1;1;89.297525259;54001;1;Cabecera;2;1;2;2;1
623468;235;1;1;1;213.26333043;54001;1;Cabecera;1;1;2;2;1
623469;235;1;1;1;172.63678027;54001;1;Cabecera;1;1;2;1;1
623470;235;1;1;1;71.587030968;54001;1;Cabecera;1;1;2;1;1
623471;235;1;1;1;219.73763566;54001;1;Cabecera;1;1;2;1;1
623472;235;1;1;1;487.87974151;76001;1;Cabecera;2;1;4;2;1
623473;235;1;1;1;447.38868985;76001;1;Cabecera;1;1;4;2;1
623474;235;1;1;1;366.80976706;76001;1;Cabecera;2;1;4;1;1
623475;235;1;1;1;315.74649267;76001;1;Cabecera;2;1;2;2;1
623476;235;1;1;1;322.09472803;76001;1;Cabecera;1;1;3;1;1
623477;235;1;1;1;281.03954454;76001;1;Cabecera;1;1;3;2;1
623478;235;1;1;1;383.55787389;76001;1;Cabecera;1;1;1;1;1
623479;235;1;1;1;351.22057863;76001;1;Cabecera;1;1;2;2;1
623480;235;1;1;1;485.52566216;76001;1;Cabecera;1;1;2;2;1
623481;235;1;1;1;356.71595883;76001;1;Cabecera;1;1;3;2;1
623482;235;1;1;1;356.71595883;76001;1;Cabecera;1;1;3;2;1
623483;235;1;1;1;383.55787389;76001;1;Cabecera;2;1;1;2;1
623484;235;1;1;1;325.44304451;76001;1;Cabecera;2;1;2;1;1
623485;235;1;1;1;325.45076551;76001;1;Cabecera;2;1;4;1;1
623486;235;1;1;1;487.7282503;76001;1;Cabecera;2;1;4;1;1
623487;235;1;1;1;420.78796368;76001;1;Cabecera;1;1;3;1;1
623488;235;1;1;1;633.76506561;76001;1;Cabecera;1;1;3;1;1
623489;235;1;1;1;473.14309956;76001;1;Cabecera;1;1;3;1;1
623490;235;1;1;1;369.64304653;76001;1;Cabecera;1;1;3;1;1
623491;235;1;1;1;366.02008719;76001;1;Cabecera;1;1;3;1;1
623492;235;1;1;1;371.57912378;76001;1;Cabecera;1;1;3;2;1
623493;235;1;1;1;516.973883;76001;1;Cabecera;2;1;4;1;1
623494;235;1;1;1;483.89635183;76001;1;Cabecera;2;1;2;1;1
623495;235;1;1;1;527.73939487;76001;1;Cabecera;1;1;2;4;1
623496;235;1;1;1;478.93715267;76001;1;Cabecera;2;1;2;1;1
623497;235;1;1;1;369.56906762;76001;1;Cabecera;2;1;4;1;1
623498;235;1;1;1;379.01070625;76001;1;Cabecera;2;1;4;1;1
623499;235;1;1;1;282.69585536;76001;1;Cabecera;2;1;3;2;1
623500;235;1;1;1;492.38646088;76001;1;Cabecera;1;1;3;1;1
623501;235;1;1;1;316.24135533;76001;1;Cabecera;2;1;3;2;1
623502;235;1;1;1;268.50507132;76001;1;Cabecera;2;1;3;2;1
623503;235;1;1;1;338.92022419;76001;1;Cabecera;2;1;3;2;1
623504;235;1;1;1;271.27182948;76001;1;Cabecera;2;1;3;2;1
623505;235;1;1;1;432.5944269;76001;1;Cabecera;2;1;3;2;1
623506;235;1;1;1;383.04147214;76001;1;Cabecera;1;1;3;1;1
623507;235;1;1;1;218.38521591;76001;1;Cabecera;2;1;3;2;1
623508;235;1;1;1;399.21449026;76001;1;Cabecera;2;1;3;1;1
623509;235;1;1;1;285.37276706;76001;1;Cabecera;2;1;3;2;1
623510;235;1;1;1;286.56034051;76001;1;Cabecera;2;1;3;2;1
623511;235;1;1;1;478.93715267;76001;1;Cabecera;2;1;2;2;1
623512;235;1;1;1;351.22057863;76001;1;Cabecera;2;1;2;2;1
623513;235;1;1;1;295.88511562;76001;1;Cabecera;2;1;4;2;1
623514;235;1;1;1;414.21724334;76001;1;Cabecera;2;1;4;2;1
623515;235;1;1;1;199.83863795;76001;1;Cabecera;1;1;4;2;1
623516;235;1;1;1;245.47703929;76001;1;Cabecera;2;1;4;2;1
623517;235;1;1;1;334.89275341;76001;1;Cabecera;2;1;4;2;1
623518;235;1;1;1;229.24827241;76001;1;Cabecera;2;1;4;3;1
623519;235;1;1;1;269.04695369;76001;1;Cabecera;1;1;3;1;1
623520;235;1;1;1;283.46637394;76001;1;Cabecera;2;1;4;2;1
623521;235;1;1;1;269.54535454;76001;1;Cabecera;1;1;3;2;1
623522;235;1;1;1;259.42978824;76001;1;Cabecera;1;1;3;2;1
623523;235;1;1;1;218.05340723;76001;1;Cabecera;1;1;3;2;1
623524;235;1;1;1;199.83863795;76001;1;Cabecera;2;1;4;2;1
623525;235;1;1;1;278.95118101;76001;1;Cabecera;2;1;3;2;1
623526;235;1;1;1;278.95118101;76001;1;Cabecera;2;1;3;2;1
623527;235;1;1;1;260.50940046;76001;1;Cabecera;2;1;3;2;1
623528;235;1;1;1;255.43314809;76001;1;Cabecera;2;1;3;2;1
623529;235;1;1;1;258.07805431;76001;1;Cabecera;1;1;3;1;1
623530;235;1;1;1;296.20843885;76001;1;Cabecera;2;1;3;1;1
623531;235;1;1;1;482.14494114;76001;1;Cabecera;2;1;2;2;1
623532;235;1;1;1;387.16759465;76001;1;Cabecera;2;1;2;2;1
623533;235;1;1;1;232.82860399;76001;1;Cabecera;2;1;3;2;1
623534;235;1;1;1;274.00568041;76001;1;Cabecera;2;1;3;2;1
623535;235;1;1;1;274.58323035;76001;1;Cabecera;2;1;1;1;1
623536;235;1;1;1;387.16759465;76001;1;Cabecera;2;1;2;2;1
623537;235;1;1;1;445.17843045;76001;1;Cabecera;2;1;4;1;1
623538;235;1;1;1;367.17522263;76001;1;Cabecera;2;1;4;1;1
623539;235;1;1;1;533.88963491;76001;1;Cabecera;2;1;3;2;1
623540;235;1;1;1;591.99343429;76001;1;Cabecera;2;1;3;3;1
623541;235;1;1;1;647.95240109;76001;1;Cabecera;1;1;3;1;1
623542;235;1;1;1;343.51688003;76001;1;Cabecera;1;1;3;1;1
623543;235;1;1;1;229.52070746;76001;1;Cabecera;2;1;3;2;1
623544;235;1;1;1;267.48388078;76001;1;Cabecera;2;1;3;1;1
623545;235;1;1;1;357.10621263;76001;1;Cabecera;1;1;3;2;1
623546;235;1;1;1;316.16800066;76001;1;Cabecera;2;1;3;2;1
623547;235;1;1;1;255.43314809;76001;1;Cabecera;2;1;3;2;1
623548;235;1;1;1;335.63133915;76001;1;Cabecera;2;1;3;1;1
623549;235;1;1;1;413.76412808;76001;1;Cabecera;2;1;3;1;1
623550;235;1;1;1;399.21449026;76001;1;Cabecera;1;1;3;1;1
623551;235;1;1;1;523.03346439;76001;1;Cabecera;2;1;3;2;1
623552;235;1;1;1;258.07805431;76001;1;Cabecera;2;1;3;1;1
623553;235;1;1;1;527.95581088;76001;1;Cabecera;2;1;3;2;1
623554;235;1;1;1;313.39630416;76001;1;Cabecera;2;1;3;1;1
623555;235;1;1;1;249.42002069;76001;1;Cabecera;1;1;3;1;1
623556;235;1;1;1;250.85382418;76001;1;Cabecera;2;1;3;1;1
623557;235;1;1;1;366.55592976;76001;1;Cabecera;1;1;3;1;1
623558;235;1;1;1;273.74707903;76001;1;Cabecera;2;1;3;1;1
623559;235;1;1;1;341.80064822;76001;1;Cabecera;1;1;3;1;1
623560;235;1;1;1;295.88750271;76001;1;Cabecera;2;1;3;1;1
623561;235;1;1;1;275.18088252;76001;1;Cabecera;2;1;3;2;1
623562;235;1;1;1;298.54971481;76001;1;Cabecera;2;1;3;2;1
623563;235;1;1;1;291.77063904;76001;1;Cabecera;1;1;3;1;1
623564;235;1;1;1;301.25225786;76001;1;Cabecera;1;1;3;1;1
623565;235;1;1;1;383.56697364;76001;1;Cabecera;1;1;3;1;2
623566;235;1;1;1;336.26693886;76001;1;Cabecera;2;1;4;1;1
623567;235;1;1;1;621.80343878;76001;1;Cabecera;2;1;4;1;1
623568;235;1;1;1;691.25298048;76001;1;Cabecera;2;1;4;2;1
623569;235;1;1;1;686.05701797;00000;1;Cabecera;2;1;5;2;1
623570;235;1;1;1;686.05701797;00000;1;Cabecera;2;1;5;1;1
623571;235;1;1;1;1345.2996124;00000;0;Cabecera;1;1;1;1;1
623572;235;1;1;1;1337.7284944;00000;0;Cabecera;2;1;2;2;1
